GenesetID	Description	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
GO:0060333	interferon-gamma-mediated signaling pathway	3.999996000004e-06	0.0248759751240249	0.703351875092685	1.5276643674667	3	65	HLA-DQA2,HLA-DRB1,HLA-DQA1,HLA-DQB2,HLA-DQB1,HLA-B,OASL,CD44,HLA-DRB5,CAMK2D,HLA-DRA,NCAM1,GBP1,HLA-C
GO:0034629	cellular protein-containing complex localization	7.91529234481017e-05	0.246126015461872	0.805537493682051	1.63755295412549	78	21	CEP72,EXOC3,NDC1,MIOS
GO:1904779	regulation of protein localization to centrosome	0.000196035542275581	0.406381679137279	0.894691564739806	1.69075127958783	189	10	CEP72,MARK4
GO:0033227	dsRNA transport	0.000489959972761547	0.657337724083398	-0.857421161573116	-1.92242464162419	58	5	RFTN1,FLOT1,RFTN2,SIDT1,SIDT2
GO:0034383	low-density lipoprotein particle clearance	0.000528491497092296	0.657337724083398	0.753997432838195	1.54784222910447	527	24	SOAT1,LDLRAP1,HMOX1,AP2S1,DGAT2,APOB
GO:0035635	entry of bacterium into host cell	0.000730105675411054	0.756754532563557	0.897017213565154	1.6450926512955	691	8	MET,CBLL1,CTNND1,CTNNB1
GO:0002768	immune response-regulating cell surface receptor signaling pathway	0.0016969983030017	0.999126127435621	0.517425419807385	1.17746176202121	1696	307	HLA-DQA2,HLA-DRB1,HLA-DQA1,HLA-DQB2,HLA-DQB1,PRKCB,BTNL2,MUC20,PIK3R2,SPG21,MUC4,VAV3,ICAM3,CALM1,HLA-DRB5,STOML2,FCER1A,GATA3,KIT,HLA-DRA,MEF2C,BTN3A2,EP300,PSMB4,PLEKHA1,THEMIS,PSMD14,PSMB9,CYFIP2,PSMC2,MUC1,SKP1,LILRA4,MYO10,PSMB2,PSMF1,FCGR2B,PIGR,WIPF2,PSMD9,LILRA2,BCL2,NFKB1,THY1,PSMB1,KRAS,CDC42,PAG1,SYK,MAP2K7,PSMB8,BTN3A3,PTPN6,KIR2DL1,RC3H2,PSME1,LYN,HCK,CD79A,CLEC6A,ARPC1B,GPR32,MUC5B,VTCN1,THEMIS2,PSEN1,MAPK3,NCR3,FPR2,MUC16,BTRC,CARD11,MUC21,FGR,DENND1B,PRKCE,NFKBID,YES1,PSMD8,PDE4B,FCGR2A,MUC3A,BTLA,PPP3CA,PSMA6,PSMA7,ICOSLG,HLA-DPB1,SLA2
GO:0042461	photoreceptor cell development	0.00173228929231182	0.999126127435621	0.698193659770304	1.45792157734435	1731	31	THRB,ARL3,RP1,CCDC66,CRB1,TH,GNAT2,RP1L1,RPGRIP1,THY1,RORB,NTRK2,GNGT1
GO:0019886	antigen processing and presentation of exogenous peptide antigen via MHC class II	0.00223099776900223	0.999126127435621	0.589356918170929	1.29674029807821	2230	89	HLA-DQA2,HLA-DRB1,HLA-DQA1,HLA-DQB2,HLA-DQB1,AP1S1,HLA-DRB5,AP2S1,HLA-DRA,KIF2A,HLA-DMB,HLA-DMA,CTSF,DCTN3,FCGR2B,CAPZA1,DYNC1H1,KIF3C,KIF15,DYNLL1,DCTN4,CLTA,KLC1,CTSS,AP1M2
GO:0002891	positive regulation of immunoglobulin mediated immune response	0.00224328714075402	0.999126127435621	0.689127255778011	1.44180720408235	2242	32	TFRC,ATAD5,XCL1,TNF,RIF1,CLCF1,TNFSF13,TGFB1,LTA,EXOSC3,FCER2,TNFSF4,STAT6,MLH1,C3,HLA-E
GO:0048012	hepatocyte growth factor receptor signaling pathway	0.00240895131677455	0.999126127435621	0.814313309594723	1.57235558878333	2364	12	MUC20,STMN1,MET,HGF
GO:0042407	cristae formation	0.00258108016701865	0.999126127435621	0.886007901557273	1.59315678790759	2403	7	CHCHD3,SAMM50
