GenesetID	Description	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
GO:0050778	positive regulation of immune response	5.7999942000058e-05	0.112151287848712	0.527550902667955	1.1853126556195	57	489	HLA-DRB1,HLA-DRA,HLA-DQA1,MUC20,HLA-DQA2,MUC4,HLA-DQB1,NFAM1,CFH,PRKCB,HLA-DQB2,PIK3AP1,C2,PLEKHA1,BTNL2,ICAM3,HLA-B,TGFB1,DDX60,TNIP2,HMGB1,BAG6,PSMD4,STAT6,YES1,PGLYRP3,CRTAM,MED1,NFKBID,XCL1,MASP1,BCL2,RAET1G,S100A1,HLA-C,TNFRSF13C,PSMD6,PRKCQ,CLEC7A,CFB,HLA-DRB5,PRKCZ,CD38,FGG,C4B,KRAS,PELI1,LIME1,TLR2,PRKCH,MYO10,PIK3C3,TLR3,IL33,PSMA7,ARPC4,APPL2,IL13,CTSK,PAK2,PSME4,RAET1E,BTN3A3,FGR,SKAP1,FYN,DDX1,CTSS,MUC16,PLA2G1B,VTCN1,SPG21,LRRC19,PSMB1,HEXIM1,TRAF6,TNFSF13,IDO1,ULBP3,ULBP1,C4A,PSMD7,CFHR1,IKBKE,RPS19,THEMIS2,C5AR1,GBP5,CD4,SH2B2,EP300,FLOT1,XRCC6,GRB2,LBP,FZD5,ULBP2,FGB,DHX36,NFKBIZ,CD80,DDX58,MLH1,IRAK3,XRCC5,IL15,PSMF1,IL27RA,TNFSF4,RIOK3,PSMD11,PYHIN1,CD79A,S100A14,HK1,VAMP8,IKBKB,P2RX7,PGC,RGCC,AIM2,PSMD3,DENND1B,THY1,PSMA6,ARPC1A,PSMD9,IL12A,ELMO2,TGFB2,PIK3R2,ZC3H12A,DHX58,WNK1,HLX,MAVS,TRAF3,VAV3,MALT1,BTNL8,PIK3CA,MARCO,MAPK3,ACTR2,ICOSLG,CD36,PRAM1,TNFRSF21,SLC11A1,SKP1,CD14,MASP2,SLA2,HLA-DMB,PRKD2,TANK,CRKL,ABL1,CCL5,PSMB9,BTNL3,RC3H2,LILRA2,ADAM8,MUC3A,ATAD5,C9,TIRAP,DOCK1,MUC1
GO:0060333	interferon-gamma-mediated signaling pathway	6.2e-05	0.112151287848712	0.702065935650017	1.48302954815539	61	52	HLA-DRB1,HLA-DRA,HLA-DQA1,HLA-DQA2,HLA-DQB1,OASL,HLA-DQB2,CD44,HLA-B,HLA-C,HLA-DRB5
GO:0018230	peptidyl-L-cysteine S-palmitoylation	6.62575430699128e-05	0.112151287848712	0.84097627514201	1.66459269142181	65	18	ZDHHC11,ZDHHC11B,GOLGA7
GO:0002253	activation of immune response	7.8999921000079e-05	0.112151287848712	0.543277204390879	1.21376501634164	78	337	HLA-DRB1,HLA-DRA,HLA-DQA1,MUC20,HLA-DQA2,MUC4,HLA-DQB1,CFH,PRKCB,HLA-DQB2,PIK3AP1,C2,PLEKHA1,BTNL2,ICAM3,TNIP2,HMGB1,BAG6,PSMD4,YES1,PGLYRP3,NFKBID,MASP1,BCL2,S100A1,PSMD6,PRKCQ,CLEC7A,CFB,HLA-DRB5,CD38,FGG,C4B,KRAS,LIME1,TLR2,MYO10,PIK3C3,TLR3,PSMA7,ARPC4,CTSK,PAK2,PSME4,BTN3A3,FGR,SKAP1,FYN,CTSS,MUC16,VTCN1,SPG21,LRRC19,PSMB1,HEXIM1,TRAF6,C4A,PSMD7,CFHR1,IKBKE,THEMIS2,C5AR1,CD4,SH2B2,EP300,XRCC6,GRB2,LBP,FGB,NFKBIZ,DDX58,IRAK3,XRCC5,PSMF1,PSMD11,PYHIN1,CD79A,S100A14,IKBKB,RGCC,AIM2,PSMD3,DENND1B,THY1,PSMA6,ARPC1A,PSMD9,ELMO2,PIK3R2,ZC3H12A,WNK1,MAVS,TRAF3,VAV3,MALT1,BTNL8,PIK3CA,MARCO,MAPK3,ACTR2,ICOSLG,CD36,PRAM1,TNFRSF21,SKP1,CD14,MASP2,SLA2,PRKD2,TANK,CRKL,ABL1,PSMB9,BTNL3,RC3H2,LILRA2,MUC3A,C9,TIRAP,DOCK1,MUC1
GO:0050851	antigen receptor-mediated signaling pathway	9.6999903000097e-05	0.112151287848712	0.60330799637196	1.32011152368418	96	133	HLA-DRB1,HLA-DRA,HLA-DQA1,HLA-DQA2,HLA-DQB1,PRKCB,HLA-DQB2,PLEKHA1,BTNL2,PSMD4,NFKBID,BCL2,PSMD6,PRKCQ,HLA-DRB5,CD38,LIME1,PSMA7,PAK2,PSME4,BTN3A3,SKAP1,FYN,VTCN1,SPG21,PSMB1,TRAF6,PSMD7,THEMIS2,CD4,SH2B2,NFKBIZ,PSMF1,PSMD11,CD79A,IKBKB,PSMD3,DENND1B,THY1,PSMA6,PSMD9,PIK3R2,ZC3H12A,WNK1,VAV3,MALT1,BTNL8,PIK3CA,ICOSLG,PRAM1,TNFRSF21,SKP1,SLA2,PRKD2,CRKL,ABL1,PSMB9,BTNL3,RC3H2
GO:0002757	immune response-activating signal transduction	0.000382999617000383	0.26499017981913	0.539900392406788	1.20351229039193	382	297	HLA-DRB1,HLA-DRA,HLA-DQA1,MUC20,HLA-DQA2,MUC4,HLA-DQB1,PRKCB,HLA-DQB2,PIK3AP1,PLEKHA1,BTNL2,ICAM3,TNIP2,HMGB1,BAG6,PSMD4,YES1,PGLYRP3,NFKBID,BCL2,S100A1,PSMD6,PRKCQ,CLEC7A,HLA-DRB5,CD38,FGG,KRAS,LIME1,TLR2,MYO10,PIK3C3,TLR3,PSMA7,ARPC4,CTSK,PAK2,PSME4,BTN3A3,FGR,SKAP1,FYN,CTSS,MUC16,VTCN1,SPG21,LRRC19,PSMB1,TRAF6,PSMD7,IKBKE,THEMIS2,C5AR1,CD4,SH2B2,EP300,GRB2,LBP,FGB,NFKBIZ,DDX58,IRAK3,PSMF1,PSMD11,CD79A,S100A14,IKBKB,PSMD3,DENND1B,THY1,PSMA6,ARPC1A,PSMD9,ELMO2,PIK3R2,ZC3H12A,WNK1,TRAF3,VAV3,MALT1,BTNL8,PIK3CA,MARCO,MAPK3,ACTR2,ICOSLG,CD36,PRAM1,TNFRSF21,SKP1,CD14,SLA2,PRKD2,TANK,CRKL,ABL1,PSMB9,BTNL3,RC3H2,LILRA2,MUC3A,TIRAP,DOCK1,MUC1
GO:0002764	immune response-regulating signaling pathway	0.000430999569000431	0.26499017981913	0.53474623005852	1.19377752404618	430	322	HLA-DRB1,HLA-DRA,HLA-DQA1,MUC20,HLA-DQA2,MUC4,HLA-DQB1,PRKCB,HLA-DQB2,PIK3AP1,PLEKHA1,BTNL2,ICAM3,TNIP2,HMGB1,BAG6,PSMD4,YES1,PGLYRP3,NFKBID,BCL2,S100A1,PSMD6,PRKCQ,CLEC7A,HLA-DRB5,LILRA4,CD38,FGG,KRAS,LIME1,TLR2,MYO10,PIK3C3,TLR3,PSMA7,ARPC4,CALM1,CTSK,PAK2,PSME4,BTN3A3,FGR,SKAP1,FYN,CTSS,MUC16,VTCN1,SPG21,LRRC19,PSMB1,TRAF6,PSMD7,MAPK9,IKBKE,THEMIS2,C5AR1,CD4,SH2B2,EP300,GRB2,LBP,FGB,NFKBIZ,DDX58,IRAK3,PSMF1,PSMD11,CD79A,S100A14,PPP3CA,IKBKB,PSMD3,DENND1B,THY1,PSMA6,FER,ARPC1A,PSMD9,ELMO2,PIK3R2,ZC3H12A,WNK1,TRAF3,VAV3,MALT1,BTNL8,PIK3CA,MARCO,MAPK3,ACTR2,ICOSLG,CD36,PRAM1,TNFRSF21,SKP1,CD14,SLA2,PRKD2,TANK,CRKL,SOS1,ABL1,PSMB9,BTNL3,RC3H2,LILRA2,MUC3A,TIRAP,DOCK1,MUC1
GO:1904779	regulation of protein localization to centrosome	0.000468121831284355	0.26499017981913	0.884766841377603	1.65182699735429	453	10	CEP72,MARK4
GO:0002768	immune response-regulating cell surface receptor signaling pathway	0.000480999519000481	0.26499017981913	0.550080441178966	1.22098259227461	480	238	HLA-DRB1,HLA-DRA,HLA-DQA1,MUC20,HLA-DQA2,MUC4,HLA-DQB1,PRKCB,HLA-DQB2,PLEKHA1,BTNL2,ICAM3,BAG6,PSMD4,YES1,NFKBID,BCL2,PSMD6,PRKCQ,HLA-DRB5,LILRA4,CD38,KRAS,LIME1,MYO10,PSMA7,ARPC4,CALM1,PAK2,PSME4,BTN3A3,FGR,SKAP1,FYN,MUC16,VTCN1,SPG21,PSMB1,TRAF6,PSMD7,MAPK9,THEMIS2,C5AR1,CD4,SH2B2,EP300,GRB2,NFKBIZ,PSMF1,PSMD11,CD79A,PPP3CA,IKBKB,PSMD3,DENND1B,THY1,PSMA6,FER,ARPC1A,PSMD9,ELMO2,PIK3R2,ZC3H12A,WNK1,VAV3,MALT1,BTNL8,PIK3CA,MAPK3,ACTR2,ICOSLG,PRAM1,TNFRSF21,SKP1,SLA2,PRKD2,CRKL,SOS1,ABL1,PSMB9,BTNL3,RC3H2,LILRA2,MUC3A,DOCK1,MUC1
GO:0002429	immune response-activating cell surface receptor signaling pathway	0.000485999514000486	0.26499017981913	0.555594745699856	1.2305966113567	485	215	HLA-DRB1,HLA-DRA,HLA-DQA1,MUC20,HLA-DQA2,MUC4,HLA-DQB1,PRKCB,HLA-DQB2,PLEKHA1,BTNL2,ICAM3,BAG6,PSMD4,YES1,NFKBID,BCL2,PSMD6,PRKCQ,HLA-DRB5,CD38,KRAS,LIME1,MYO10,PSMA7,ARPC4,PAK2,PSME4,BTN3A3,FGR,SKAP1,FYN,MUC16,VTCN1,SPG21,PSMB1,TRAF6,PSMD7,THEMIS2,C5AR1,CD4,SH2B2,EP300,GRB2,NFKBIZ,PSMF1,PSMD11,CD79A,IKBKB,PSMD3,DENND1B,THY1,PSMA6,ARPC1A,PSMD9,ELMO2,PIK3R2,ZC3H12A,WNK1,VAV3,MALT1,BTNL8,PIK3CA,MAPK3,ACTR2,ICOSLG,PRAM1,TNFRSF21,SKP1,SLA2,PRKD2,CRKL,ABL1,PSMB9,BTNL3,RC3H2,LILRA2,MUC3A,DOCK1,MUC1
